date,water_level,precipitation,flood_occurred,precipitation_7days,precipitation_15days,precipitation_30days,water_level_t-1,water_level_t-2,precipitation_t-1,precipitation_t-2,precipitation_t-3,target_water_level,precipitation_t+1,precipitation_t+2,precipitation_t+3,precipitation_t+4,day,month,year
2016-02-18,9.29,0.0,False,0.0,0.0,13.899999999999999,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,18,2,2016
2016-02-19,9.29,0.0,False,0.0,0.0,1.2000000000000002,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,19,2,2016
2016-02-20,9.29,0.0,False,0.0,0.0,0.4,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,20,2,2016
2016-02-21,9.29,0.0,False,0.0,0.0,0.4,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,21,2,2016
2016-02-22,9.29,0.0,False,0.0,0.0,0.4,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,22,2,2016
2016-02-23,9.29,0.0,False,0.0,0.0,0.4,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,23,2,2016
2016-02-24,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,24,2,2016
2016-02-25,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,25,2,2016
2016-02-26,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,26,2,2016
2016-02-27,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,27,2,2016
2016-02-28,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,28,2,2016
2016-02-29,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,29,2,2016
2016-03-01,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,1,3,2016
2016-03-02,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,2,3,2016
2016-03-03,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,3,3,2016
2016-03-04,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,4,3,2016
2016-03-05,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,5,3,2016
2016-03-06,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,6,3,2016
2016-03-07,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,7,3,2016
2016-03-08,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,8,3,2016
2016-03-09,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,9,3,2016
2016-03-10,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,10,3,2016
2016-03-11,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,11,3,2016
2016-03-12,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,12,3,2016
2016-03-13,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,13,3,2016
2016-03-14,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,14,3,2016
2016-03-15,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,15,3,2016
2016-03-16,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,16,3,2016
2016-03-17,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,17,3,2016
2016-03-18,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,18,3,2016
2016-03-19,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,19,3,2016
2016-03-20,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,20,3,2016
2016-03-21,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,21,3,2016
2016-03-22,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,22,3,2016
2016-03-23,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,23,3,2016
2016-03-24,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,24,3,2016
2016-03-25,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,25,3,2016
2016-03-26,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.4,26,3,2016
2016-03-27,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.4,0.0,27,3,2016
2016-03-28,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.4,0.0,0.0,28,3,2016
2016-03-29,9.29,0.0,False,0.0,0.0,0.0,9.29,9.29,0.0,0.0,0.0,9.29,0.4,0.0,0.0,0.3,29,3,2016
2016-03-30,9.29,0.4,False,0.4,0.4,0.4,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.3,0.0,30,3,2016
2016-03-31,9.29,0.0,False,0.4,0.4,0.4,9.29,9.29,0.4,0.0,0.0,9.29,0.0,0.3,0.0,0.0,31,3,2016
2016-04-01,9.29,0.0,False,0.4,0.4,0.4,9.29,9.29,0.0,0.4,0.0,9.29,0.3,0.0,0.0,0.0,1,4,2016
2016-04-02,9.29,0.3,False,0.7,0.7,0.7,9.29,9.29,0.0,0.0,0.4,9.29,0.0,0.0,0.0,0.0,2,4,2016
2016-04-03,9.29,0.0,False,0.7,0.7,0.7,9.29,9.29,0.3,0.0,0.0,9.29,0.0,0.0,0.0,0.0,3,4,2016
2016-04-04,9.29,0.0,False,0.7,0.7,0.7,9.29,9.29,0.0,0.3,0.0,9.29,0.0,0.0,0.0,0.0,4,4,2016
2016-04-05,9.29,0.0,False,0.7,0.7,0.7,9.29,9.29,0.0,0.0,0.3,9.29,0.0,0.0,0.0,0.0,5,4,2016
2016-04-06,9.29,0.0,False,0.3,0.7,0.7,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,6,4,2016
2016-04-07,9.29,0.0,False,0.3,0.7,0.7,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,7,4,2016
2016-04-08,9.29,0.0,False,0.3,0.7,0.7,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,8,4,2016
2016-04-09,9.29,0.0,False,0.0,0.7,0.7,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,9,4,2016
2016-04-10,9.29,0.0,False,0.0,0.7,0.7,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,10,4,2016
2016-04-11,9.29,0.0,False,0.0,0.7,0.7,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,11,4,2016
2016-04-12,9.29,0.0,False,0.0,0.7,0.7,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,12,4,2016
2016-04-13,9.29,0.0,False,0.0,0.7,0.7,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,13,4,2016
2016-04-14,9.29,0.0,False,0.0,0.3,0.7,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,14,4,2016
2016-04-15,9.29,0.0,False,0.0,0.3,0.7,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,15,4,2016
2016-04-16,9.29,0.0,False,0.0,0.3,0.7,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,16,4,2016
2016-04-17,9.29,0.0,False,0.0,0.0,0.7,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,17,4,2016
2016-04-18,9.29,0.0,False,0.0,0.0,0.7,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,18,4,2016
2016-04-19,9.29,0.0,False,0.0,0.0,0.7,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,19,4,2016
2016-04-20,9.29,0.0,False,0.0,0.0,0.7,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,20,4,2016
2016-04-21,9.29,0.0,False,0.0,0.0,0.7,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,21,4,2016
2016-04-22,9.29,0.0,False,0.0,0.0,0.7,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,22,4,2016
2016-04-23,9.29,0.0,False,0.0,0.0,0.7,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,23,4,2016
2016-04-24,9.29,0.0,False,0.0,0.0,0.7,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,24,4,2016
2016-04-25,9.29,0.0,False,0.0,0.0,0.7,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,25,4,2016
2016-04-26,9.29,0.0,False,0.0,0.0,0.7,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,26,4,2016
2016-04-27,9.29,0.0,False,0.0,0.0,0.7,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,27,4,2016
2016-04-28,9.29,0.0,False,0.0,0.0,0.7,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,0.0,1.3,28,4,2016
2016-04-29,9.29,0.0,False,0.0,0.0,0.3,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.0,1.3,0.0,29,4,2016
2016-04-30,9.29,0.0,False,0.0,0.0,0.3,9.29,9.29,0.0,0.0,0.0,9.29,0.0,1.3,0.0,0.3,30,4,2016
2016-05-01,9.29,0.0,False,0.0,0.0,0.3,9.29,9.29,0.0,0.0,0.0,9.29,1.3,0.0,0.3,0.0,1,5,2016
2016-05-02,9.29,1.3,False,1.3,1.3,1.3,9.29,9.29,0.0,0.0,0.0,9.29,0.0,0.3,0.0,3.3,2,5,2016
2016-05-03,9.29,0.0,False,1.3,1.3,1.3,9.29,9.29,1.3,0.0,0.0,9.29,0.3,0.0,3.3,0.5,3,5,2016
2016-05-04,9.29,0.3,False,1.6,1.6,1.6,9.29,9.29,0.0,1.3,0.0,9.29,0.0,3.3,0.5,0.5,4,5,2016
2016-05-05,9.29,0.0,False,1.6,1.6,1.6,9.29,9.29,0.3,0.0,1.3,9.29,3.3,0.5,0.5,0.9,5,5,2016
2016-05-06,9.29,3.3,False,4.9,4.9,4.9,9.29,9.29,0.0,0.3,0.0,9.29,0.5,0.5,0.9,0.5,6,5,2016
2016-05-07,9.29,0.5,False,5.4,5.4,5.4,9.29,9.29,3.3,0.0,0.3,9.27,0.5,0.9,0.5,0.1,7,5,2016
2016-05-08,9.27,0.5,False,5.9,5.9,5.9,9.29,9.29,0.5,3.3,0.0,9.27,0.9,0.5,0.1,0.9,8,5,2016
2016-05-09,9.27,0.9,False,5.5,6.8,6.8,9.27,9.29,0.5,0.5,3.3,9.27,0.5,0.1,0.9,0.2,9,5,2016
2016-05-10,9.27,0.5,False,6.0,7.3,7.3,9.27,9.27,0.9,0.5,0.5,9.27,0.1,0.9,0.2,0.1,10,5,2016
2016-05-11,9.27,0.1,False,5.800000000000001,7.4,7.4,9.27,9.27,0.5,0.9,0.5,9.27,0.9,0.2,0.1,0.0,11,5,2016
2016-05-12,9.27,0.9,False,6.7,8.3,8.3,9.27,9.27,0.1,0.5,0.9,9.27,0.2,0.1,0.0,0.5,12,5,2016
2016-05-13,9.27,0.2,False,3.6,8.5,8.5,9.27,9.27,0.9,0.1,0.5,9.27,0.1,0.0,0.5,1.0,13,5,2016
2016-05-14,9.27,0.1,False,3.2,8.6,8.6,9.27,9.27,0.2,0.9,0.1,9.27,0.0,0.5,1.0,35.6,14,5,2016
2016-05-15,9.27,0.0,False,2.7,8.6,8.6,9.27,9.27,0.1,0.2,0.9,9.27,0.5,1.0,35.6,85.2,15,5,2016
2016-05-16,9.27,0.5,False,2.3000000000000003,9.1,9.1,9.27,9.27,0.0,0.1,0.2,9.27,1.0,35.6,85.2,0.9,16,5,2016
2016-05-17,9.27,1.0,False,2.8000000000000003,8.8,10.1,9.27,9.27,0.5,0.0,0.1,9.27,35.6,85.2,0.9,0.0,17,5,2016
2016-05-18,9.27,35.6,False,38.300000000000004,44.400000000000006,45.7,9.27,9.27,1.0,0.5,0.0,9.27,85.2,0.9,0.0,0.0,18,5,2016
2016-05-19,9.27,85.2,False,122.60000000000001,129.3,130.9,9.27,9.27,35.6,1.0,0.5,9.27,0.9,0.0,0.0,0.0,19,5,2016
2016-05-20,9.27,0.9,False,123.30000000000001,130.2,131.8,9.27,9.27,85.2,35.6,1.0,9.27,0.0,0.0,0.0,0.0,20,5,2016
2016-05-21,9.27,0.0,False,123.20000000000002,126.9,131.8,9.27,9.27,0.9,85.2,35.6,9.27,0.0,0.0,0.0,0.2,21,5,2016
2016-05-22,9.27,0.0,False,123.20000000000002,126.4,131.8,9.27,9.27,0.0,0.9,85.2,9.27,0.0,0.0,0.2,0.0,22,5,2016
2016-05-23,9.27,0.0,False,122.70000000000002,125.9,131.8,9.27,9.27,0.0,0.0,0.9,9.27,0.0,0.2,0.0,1.8,23,5,2016
2016-05-24,9.27,0.0,False,121.70000000000002,125.0,131.8,9.27,9.27,0.0,0.0,0.0,9.27,0.2,0.0,1.8,0.3,24,5,2016
2016-05-25,9.27,0.2,False,86.3,124.69999999999999,132.0,9.27,9.27,0.0,0.0,0.0,9.27,0.0,1.8,0.3,0.0,25,5,2016
2016-05-26,9.27,0.0,False,1.1,124.6,132.0,9.27,9.27,0.2,0.0,0.0,9.27,1.8,0.3,0.0,0.2,26,5,2016
2016-05-27,9.27,1.8,False,2.0,125.5,133.8,9.27,9.27,0.0,0.2,0.0,9.27,0.3,0.0,0.2,0.1,27,5,2016
2016-05-28,9.27,0.3,False,2.3000000000000003,125.6,134.1,9.27,9.27,1.8,0.0,0.2,9.27,0.0,0.2,0.1,0.1,28,5,2016
2016-05-29,9.27,0.0,False,2.3000000000000003,125.5,134.1,9.27,9.27,0.3,1.8,0.0,9.27,0.2,0.1,0.1,0.0,29,5,2016
2016-05-30,9.27,0.2,False,2.5,125.7,134.3,9.27,9.27,0.0,0.3,1.8,9.27,0.1,0.1,0.0,17.6,30,5,2016
2016-05-31,9.27,0.1,False,2.6,125.3,134.4,9.27,9.27,0.2,0.0,0.3,8.732,0.1,0.0,17.6,12.1,31,5,2016
2016-06-01,8.732,0.1,False,2.5,124.39999999999999,133.2,9.27,9.27,0.1,0.2,0.0,8.732,0.0,17.6,12.1,19.3,1,6,2016
2016-06-02,8.732,0.0,False,2.5,88.79999999999998,133.2,8.732,9.27,0.1,0.1,0.2,8.752,17.6,12.1,19.3,13.5,2,6,2016
2016-06-03,8.752,17.6,False,18.3,21.200000000000003,150.5,8.732,8.732,0.0,0.1,0.1,8.752,12.1,19.3,13.5,27.5,3,6,2016
2016-06-04,8.752,12.1,False,30.1,32.400000000000006,162.60000000000002,8.752,8.732,17.6,0.0,0.1,8.752,19.3,13.5,27.5,4.7,4,6,2016
2016-06-05,8.752,19.3,False,49.4,51.7,178.6,8.752,8.752,12.1,17.6,0.0,8.752,13.5,27.5,4.7,1.1,5,6,2016
2016-06-06,8.752,13.5,False,62.7,65.2,191.6,8.752,8.752,19.3,12.1,17.6,8.752,27.5,4.7,1.1,0.0,6,6,2016
2016-06-07,8.752,27.5,False,90.1,92.7,218.6,8.752,8.752,13.5,19.3,12.1,8.752,4.7,1.1,0.0,0.0,7,6,2016
2016-06-08,8.752,4.7,False,94.69999999999999,97.4,222.4,8.752,8.752,27.5,13.5,19.3,8.752,1.1,0.0,0.0,0.0,8,6,2016
2016-06-09,8.752,1.1,False,95.8,98.3,223.0,8.752,8.752,4.7,27.5,13.5,8.752,0.0,0.0,0.0,0.3,9,6,2016
2016-06-10,8.752,0.0,False,78.2,98.3,222.9,8.752,8.752,1.1,4.7,27.5,8.752,0.0,0.0,0.3,0.0,10,6,2016
2016-06-11,8.752,0.0,False,66.10000000000001,96.5,222.0,8.752,8.752,0.0,1.1,4.7,8.752,0.0,0.3,0.0,0.0,11,6,2016
2016-06-12,8.752,0.0,False,46.8,96.2,221.8,8.752,8.752,0.0,0.0,1.1,8.752,0.3,0.0,0.0,0.0,12,6,2016
2016-06-13,8.752,0.3,False,33.6,96.5,222.0,8.752,8.752,0.0,0.0,0.0,8.752,0.0,0.0,0.0,2.7,13,6,2016
2016-06-14,8.752,0.0,False,6.1000000000000005,96.3,222.0,8.752,8.752,0.3,0.0,0.0,8.752,0.0,0.0,2.7,23.4,14,6,2016
2016-06-15,8.752,0.0,False,1.4000000000000001,96.19999999999999,221.5,8.752,8.752,0.0,0.3,0.0,8.752,0.0,2.7,23.4,7.399999999999999,15,6,2016
2016-06-16,8.752,0.0,False,0.3,96.1,220.5,8.752,8.752,0.0,0.0,0.3,8.752,2.7,23.4,7.399999999999999,9.1,16,6,2016
2016-06-17,8.752,2.7,False,3.0,98.8,187.6,8.752,8.752,0.0,0.0,0.0,8.752,23.4,7.399999999999999,9.1,19.0,17,6,2016
2016-06-18,8.752,23.4,False,26.4,104.6,125.8,8.752,8.752,2.7,0.0,0.0,8.752,7.399999999999999,9.1,19.0,3.0,18,6,2016
2016-06-19,8.752,7.399999999999999,False,33.8,99.89999999999999,132.29999999999998,8.752,8.752,23.4,2.7,0.0,8.752,9.1,19.0,3.0,15.1,19,6,2016
2016-06-20,8.752,9.1,False,42.6,89.7,141.4,8.752,8.752,7.399999999999999,23.4,2.7,8.752,19.0,3.0,15.1,7.199999999999999,20,6,2016
2016-06-21,8.752,19.0,False,61.6,95.19999999999999,160.39999999999998,8.752,8.752,9.1,7.399999999999999,23.4,8.752,3.0,15.1,7.199999999999999,10.0,21,6,2016
2016-06-22,8.752,3.0,False,64.6,70.69999999999999,163.39999999999998,8.752,8.752,19.0,9.1,7.399999999999999,8.752,15.1,7.199999999999999,10.0,12.4,22,6,2016
2016-06-23,8.752,15.1,False,79.7,81.1,178.5,8.752,8.752,3.0,19.0,9.1,8.752,7.199999999999999,10.0,12.4,28.8,23,6,2016
2016-06-24,8.752,7.199999999999999,False,84.2,87.2,185.5,8.752,8.752,15.1,3.0,19.0,8.752,10.0,12.4,28.8,33.2,24,6,2016
2016-06-25,8.752,10.0,False,70.8,97.2,195.5,8.752,8.752,7.199999999999999,15.1,3.0,8.752,12.4,28.8,33.2,35.3,25,6,2016
