,date,water_level,precipitation,flood_occurred
84,2016-03-25,9.29,0.0,False
85,2016-03-26,9.29,0.0,False
86,2016-03-27,9.29,0.0,False
87,2016-03-28,9.29,0.0,False
88,2016-03-29,9.29,0.0,False
89,2016-03-30,9.29,0.4,False
90,2016-03-31,9.29,0.0,False
91,2016-04-01,9.29,0.0,False
92,2016-04-02,9.29,0.3,False
93,2016-04-03,9.29,0.0,False
94,2016-04-04,9.29,0.0,False
95,2016-04-05,9.29,0.0,False
96,2016-04-06,9.29,0.0,False
97,2016-04-07,9.29,0.0,False
98,2016-04-08,9.29,0.0,False
99,2016-04-09,9.29,0.0,False
100,2016-04-10,9.29,0.0,False
101,2016-04-11,9.29,0.0,False
102,2016-04-12,9.29,0.0,False
103,2016-04-13,9.29,0.0,False
104,2016-04-14,9.29,0.0,False
105,2016-04-15,9.29,0.0,False
106,2016-04-16,9.29,0.0,False
107,2016-04-17,9.29,0.0,False
108,2016-04-18,9.29,0.0,False
109,2016-04-19,9.29,0.0,False
110,2016-04-20,9.29,0.0,False
111,2016-04-21,9.29,0.0,False
112,2016-04-22,9.29,0.0,False
113,2016-04-23,9.29,0.0,False
114,2016-04-24,9.29,0.0,False
115,2016-04-25,9.29,0.0,False
116,2016-04-26,9.29,0.0,False
117,2016-04-27,9.29,0.0,False
118,2016-04-28,9.29,0.0,False
119,2016-04-29,9.29,0.0,False
120,2016-04-30,9.29,0.0,False
121,2016-05-01,9.29,0.0,False
122,2016-05-02,9.29,1.3,False
123,2016-05-03,9.29,0.0,False
124,2016-05-04,9.29,0.3,False
125,2016-05-05,9.29,0.0,False
126,2016-05-06,9.29,3.3,False
127,2016-05-07,9.29,0.5,False
128,2016-05-08,9.27,0.5,False
129,2016-05-09,9.27,0.9,False
130,2016-05-10,9.27,0.5,False
131,2016-05-11,9.27,0.1,False
132,2016-05-12,9.27,0.9,False
133,2016-05-13,9.27,0.2,False
134,2016-05-14,9.27,0.1,False
135,2016-05-15,9.27,0.0,False
136,2016-05-16,9.27,0.5,False
137,2016-05-17,9.27,1.0,False
138,2016-05-18,9.27,35.6,False
139,2016-05-19,9.27,85.2,False
140,2016-05-20,9.27,0.9,False
141,2016-05-21,9.27,0.0,False
142,2016-05-22,9.27,0.0,False
143,2016-05-23,9.27,0.0,False
144,2016-05-24,9.27,0.0,False
145,2016-05-25,9.27,0.2,False
146,2016-05-26,9.27,0.0,False
147,2016-05-27,9.27,1.8,False
148,2016-05-28,9.27,0.30000000000000004,False
149,2016-05-29,9.27,0.0,False
150,2016-05-30,9.27,0.2,False
151,2016-05-31,9.27,0.1,False
152,2016-06-01,8.732,0.1,False
153,2016-06-02,8.732,0.0,False
154,2016-06-03,8.752,17.6,False
155,2016-06-04,8.752,12.1,False
156,2016-06-05,8.752,19.3,False
157,2016-06-06,8.752,13.5,False
158,2016-06-07,8.752,27.5,False
159,2016-06-08,8.752,4.7,False
160,2016-06-09,8.752,1.1,False
161,2016-06-10,8.752,0.0,False
162,2016-06-11,8.752,0.0,False
163,2016-06-12,8.752,0.0,False
164,2016-06-13,8.752,0.3,False
165,2016-06-14,8.752,0.0,False
166,2016-06-15,8.752,0.0,False
167,2016-06-16,8.752,0.0,False
168,2016-06-17,8.752,2.7,False
169,2016-06-18,8.752,23.4,False
170,2016-06-19,8.752,7.3999999999999995,False
171,2016-06-20,8.752,9.1,False
172,2016-06-21,8.752,19.0,False
173,2016-06-22,8.752,3.0,False
174,2016-06-23,8.752,15.1,False
175,2016-06-24,8.752,7.199999999999999,False
176,2016-06-25,8.752,10.0,False
177,2016-06-26,8.752,12.4,False
178,2016-06-27,8.772,28.8,False
179,2016-06-28,8.772,33.2,False
180,2016-06-29,8.772,35.3,False
181,2016-06-30,8.772,13.2,False
182,2016-07-01,8.772,29.9,False
183,2016-07-02,8.772,2.9,False
184,2016-07-03,8.772,1.2,False
185,2016-07-04,8.772,3.2,False
186,2016-07-05,8.772,0.2,False
187,2016-07-06,8.772,6.8,False
188,2016-07-07,8.772,0.0,False
189,2016-07-08,8.772,2.8000000000000003,False
190,2016-07-09,8.772,1.1,False
191,2016-07-10,8.772,3.0,False
192,2016-07-11,8.772,3.0,False
193,2016-07-12,8.772,0.3,False
194,2016-07-13,8.772,0.0,False
195,2016-07-14,8.772,0.0,False
196,2016-07-15,8.772,0.0,False
197,2016-07-16,8.772,6.4,False
198,2016-07-17,8.772,3.6,False
199,2016-07-18,8.772,5.6000000000000005,False
200,2016-07-19,8.772,2.3000000000000003,False
201,2016-07-20,8.772,0.8,False
202,2016-07-21,8.772,8.6,False
203,2016-07-22,8.772,10.1,False
204,2016-07-23,8.772,5.5,False
205,2016-07-24,8.772,11.5,False
206,2016-07-25,8.772,8.4,False
207,2016-07-26,8.772,13.6,False
208,2016-07-27,8.772,26.1,False
209,2016-07-28,8.772,17.0,False
210,2016-07-29,8.772,14.200000000000001,False
211,2016-07-30,8.772,4.5,False
212,2016-07-31,8.772,13.700000000000001,False
213,2016-08-01,8.772,15.4,False
214,2016-08-02,8.772,5.8,False
215,2016-08-03,8.772,10.9,False
216,2016-08-04,8.772,6.9,False
217,2016-08-05,8.772,0.6,False
218,2016-08-06,8.772,2.1,False
219,2016-08-07,8.772,0.0,False
220,2016-08-08,8.772,0.0,False
221,2016-08-09,8.772,0.0,False
222,2016-08-10,8.772,0.0,False
223,2016-08-11,8.972,0.0,False
224,2016-08-12,9.252,0.0,False
225,2016-08-13,9.282,0.1,False
226,2016-08-14,9.332,0.0,False
227,2016-08-15,9.402,0.0,False
228,2016-08-16,9.432,0.0,False
229,2016-08-17,9.452,0.0,False
230,2016-08-18,9.452,0.0,False
231,2016-08-19,9.472,0.0,False
232,2016-08-20,9.472,0.0,False
233,2016-08-21,9.472,0.1,False
234,2016-08-22,9.522,0.0,False
235,2016-08-23,9.542,0.4,False
236,2016-08-24,9.542,11.9,False
237,2016-08-25,9.292,2.0,False
238,2016-08-26,9.132,12.5,False
239,2016-08-27,9.1119995,31.6,False
240,2016-08-28,9.092,3.8000000000000003,False
241,2016-08-29,9.092,18.7,False
242,2016-08-30,9.092,21.5,False
243,2016-08-31,11.102,13.2,False
244,2016-09-01,11.102,2.9,False
245,2016-09-02,9.802,2.6,False
246,2016-09-03,8.902,5.0,False
247,2016-09-04,8.842,13.1,False
248,2016-09-05,8.832,0.0,False
249,2016-09-06,8.832,0.0,False
250,2016-09-07,8.832,0.0,False
251,2016-09-08,8.832,0.0,False
252,2016-09-09,8.832,3.3,False
253,2016-09-10,8.832,18.0,False
254,2016-09-11,8.812,23.5,False
255,2016-09-12,8.812,9.7,False
256,2016-09-13,8.812,6.2,False
257,2016-09-14,8.802,12.299999999999999,False
258,2016-09-15,8.802,1.5,False
259,2016-09-16,8.802,0.6,False
260,2016-09-17,8.802,9.799999999999999,False
261,2016-09-18,8.802,0.7,False
262,2016-09-19,8.802,2.0,False
263,2016-09-20,8.802,13.8,False
264,2016-09-21,8.802,142.7,False
265,2016-09-22,11.612,104.9,False
266,2016-09-23,13.232,9.2,False
267,2016-09-24,13.432,0.1,False
268,2016-09-25,13.352,2.4,False
269,2016-09-26,12.392,6.3,False
270,2016-09-27,11.482,8.4,False
271,2016-09-28,11.252,9.2,False
272,2016-09-29,11.352,1.5,False
273,2016-09-30,10.5720005,8.6,False
274,2016-10-01,10.622,12.1,False
275,2016-10-02,10.212,0.9,False
276,2016-10-03,10.352,1.5,False
277,2016-10-04,10.352,0.3,False
278,2016-10-05,9.462,0.0,False
279,2016-10-06,9.002,2.3,False
280,2016-10-07,9.002,8.3,False
281,2016-10-08,8.992,19.9,False
282,2016-10-09,8.992,12.1,False
283,2016-10-10,10.302,0.1,False
284,2016-10-11,10.192,0.0,False
285,2016-10-12,10.102,0.0,False
286,2016-10-13,9.432,0.0,False
287,2016-10-14,8.952,0.0,False
288,2016-10-15,8.952,0.0,False
289,2016-10-16,8.952,0.0,False
290,2016-10-17,8.952,0.0,False
291,2016-10-18,8.952,0.0,False
292,2016-10-19,8.952,0.0,False
293,2016-10-20,8.952,0.0,False
294,2016-10-21,8.952,0.0,False
295,2016-10-22,8.952,0.0,False
296,2016-10-23,8.952,0.0,False
297,2016-10-24,8.952,0.0,False
298,2016-10-25,8.952,0.0,False
299,2016-10-26,8.952,0.0,False
300,2016-10-27,8.952,0.0,False
301,2016-10-28,8.952,1.1,False
302,2016-10-29,8.952,2.7,False
303,2016-10-30,8.952,3.3,False
304,2016-10-31,8.952,3.5,False
305,2016-11-01,8.952,0.1,False
306,2016-11-02,8.952,0.4,False
307,2016-11-03,8.952,0.1,False
308,2016-11-04,8.952,0.0,False
309,2016-11-05,8.952,0.0,False
310,2016-11-06,8.952,0.0,False
311,2016-11-07,8.952,0.0,False
312,2016-11-08,8.952,0.0,False
313,2016-11-09,8.952,0.0,False
314,2016-11-10,8.932,0.0,False
315,2016-11-11,8.932,0.0,False
316,2016-11-12,8.932,0.0,False
317,2016-11-13,8.932,1.8,False
318,2016-11-14,8.932,0.7,False
319,2016-11-15,8.932,1.8,False
320,2016-11-16,8.932,2.8,False
321,2016-11-17,8.932,0.0,False
322,2016-11-18,8.932,0.0,False
323,2016-11-19,8.932,0.0,False
324,2016-11-20,8.932,0.0,False
325,2016-11-21,8.932,0.0,False
326,2016-11-22,8.912,0.0,False
327,2016-11-23,8.892,0.0,False
328,2016-11-24,8.892,0.0,False
329,2016-11-25,8.892,0.0,False
330,2016-11-26,8.872,0.0,False
331,2016-11-27,8.8619995,0.0,False
332,2016-11-28,8.8619995,0.0,False
333,2016-11-29,8.8619995,0.0,False
334,2016-11-30,8.8619995,0.0,False
335,2016-12-01,8.8619995,1.2,False
336,2016-12-02,8.8619995,1.3,False
337,2016-12-03,8.8619995,0.0,False
338,2016-12-04,8.8619995,0.1,False
339,2016-12-05,8.8619995,0.0,False
340,2016-12-06,8.8619995,0.0,False
341,2016-12-07,8.8619995,0.0,False
342,2016-12-08,8.8619995,0.0,False
343,2016-12-09,8.8619995,0.0,False
344,2016-12-10,8.8619995,0.0,False
345,2016-12-11,8.8619995,1.5,False
346,2016-12-12,8.8619995,1.8,False
347,2016-12-13,8.832,1.2,False
348,2016-12-14,8.832,2.6,False
349,2016-12-15,8.832,0.0,False
350,2016-12-16,8.832,0.0,False
351,2016-12-17,8.832,0.0,False
352,2016-12-18,8.832,0.0,False
353,2016-12-19,8.832,0.0,False
354,2016-12-20,8.832,0.0,False
355,2016-12-21,8.832,0.0,False
356,2016-12-22,8.802,0.0,False
357,2016-12-23,8.802,0.0,False
358,2016-12-24,8.802,0.0,False
359,2016-12-25,8.802,0.0,False
360,2016-12-26,8.802,0.0,False
361,2016-12-27,8.802,0.0,False
362,2016-12-28,8.802,0.0,False
363,2016-12-29,8.802,0.0,False
364,2016-12-30,8.802,0.0,False
365,2016-12-31,8.802,0.0,False
366,2017-01-01,8.802,0.0,False
367,2017-01-02,8.802,0.0,False
368,2017-01-03,8.802,0.0,False
369,2017-01-04,8.802,0.0,False
370,2017-01-05,8.802,0.0,False
371,2017-01-06,8.782,0.0,False
372,2017-01-07,8.782,0.0,False
373,2017-01-08,8.782,0.0,False
374,2017-01-09,8.782,0.0,False
375,2017-01-10,8.782,0.1,False
376,2017-01-11,8.782,0.1,False
377,2017-01-12,8.782,0.1,False
378,2017-01-13,8.782,0.1,False
379,2017-01-14,8.782,0.0,False
380,2017-01-15,8.782,0.0,False
381,2017-01-16,8.782,0.0,False
382,2017-01-17,8.782,0.0,False
383,2017-01-18,8.782,0.0,False
384,2017-01-19,8.782,0.0,False
385,2017-01-20,8.782,0.0,False
386,2017-01-21,8.782,0.0,False
387,2017-01-22,8.782,0.0,False
388,2017-01-23,8.782,0.0,False
389,2017-01-24,8.782,0.0,False
390,2017-01-25,8.782,0.0,False
391,2017-01-26,8.782,0.0,False
392,2017-01-27,8.782,0.0,False
393,2017-01-28,8.752,0.0,False
394,2017-01-29,8.752,0.0,False
395,2017-01-30,8.752,0.0,False
396,2017-01-31,8.752,0.1,False
397,2017-02-01,8.752,0.0,False
398,2017-02-02,8.752,0.0,False
399,2017-02-03,8.752,0.0,False
400,2017-02-04,8.752,0.2,False
401,2017-02-05,8.752,0.0,False
402,2017-02-06,8.752,0.0,False
403,2017-02-07,8.752,0.0,False
404,2017-02-08,8.752,0.0,False
405,2017-02-09,8.752,0.0,False
406,2017-02-10,8.752,0.0,False
407,2017-02-11,8.752,0.0,False
408,2017-02-12,8.752,0.0,False
409,2017-02-13,8.752,0.0,False
410,2017-02-14,8.752,0.0,False
411,2017-02-15,8.752,0.0,False
412,2017-02-16,8.752,0.0,False
413,2017-02-17,8.752,0.0,False
414,2017-02-18,8.752,0.0,False
415,2017-02-19,8.752,0.0,False
416,2017-02-20,8.752,0.0,False
417,2017-02-21,8.752,0.0,False
418,2017-02-22,8.752,0.0,False
419,2017-02-23,8.752,0.0,False
420,2017-02-24,8.752,0.0,False
421,2017-02-25,8.752,0.0,False
422,2017-02-26,8.752,0.0,False
423,2017-02-27,8.752,0.0,False
424,2017-02-28,8.752,0.0,False
425,2017-03-01,8.752,0.0,False
426,2017-03-02,8.732,0.0,False
427,2017-03-03,8.732,0.0,False
428,2017-03-04,8.732,0.0,False
429,2017-03-05,8.732,0.0,False
430,2017-03-06,8.732,1.4000000000000001,False
431,2017-03-07,8.732,1.4000000000000001,False
432,2017-03-08,8.732,2.4,False
433,2017-03-09,8.732,1.4,False
434,2017-03-10,8.732,3.0,False
435,2017-03-11,8.732,0.0,False
436,2017-03-12,8.732,0.0,False
437,2017-03-13,8.732,0.0,False
438,2017-03-14,8.732,2.6,False
439,2017-03-15,8.732,0.6,False
440,2017-03-16,8.732,0.1,False
441,2017-03-17,8.732,0.3,False
442,2017-03-18,8.732,0.6,False
443,2017-03-19,8.732,1.2,False
444,2017-03-20,8.732,3.3,False
445,2017-03-21,8.732,0.0,False
446,2017-03-22,8.732,0.0,False
447,2017-03-23,8.732,0.0,False
448,2017-03-24,8.732,0.0,False
449,2017-03-25,8.732,0.1,False
450,2017-03-26,8.732,0.0,False
451,2017-03-27,8.732,0.0,False
452,2017-03-28,8.732,0.0,False
453,2017-03-29,8.732,0.0,False
454,2017-03-30,8.732,0.1,False
455,2017-03-31,8.732,0.0,False
456,2017-04-01,8.732,0.0,False
457,2017-04-02,8.732,0.0,False
458,2017-04-03,8.732,0.0,False
459,2017-04-04,8.732,0.7,False
460,2017-04-05,8.702,0.0,False
461,2017-04-06,8.702,0.4,False
462,2017-04-07,8.702,0.0,False
463,2017-04-08,8.702,2.3,False
464,2017-04-09,8.702,0.0,False
465,2017-04-10,8.702,0.1,False
466,2017-04-11,8.702,0.0,False
467,2017-04-12,8.702,0.0,False
468,2017-04-13,8.702,1.1,False
469,2017-04-14,8.702,0.5,False
470,2017-04-15,8.702,0.0,False
471,2017-04-16,8.702,0.1,False
472,2017-04-17,8.702,0.0,False
473,2017-04-18,8.702,0.0,False
474,2017-04-19,8.702,0.0,False
475,2017-04-20,8.702,0.0,False
476,2017-04-21,8.702,1.9,False
477,2017-04-22,8.702,0.0,False
478,2017-04-23,8.702,2.3,False
479,2017-04-24,8.702,1.0,False
480,2017-04-25,8.702,0.0,False
481,2017-04-26,8.702,0.0,False
482,2017-04-27,8.702,3.2,False
483,2017-04-28,8.702,4.3999999999999995,False
484,2017-04-29,8.702,1.9,False
485,2017-04-30,8.702,1.8,False
486,2017-05-01,8.702,1.8,False
487,2017-05-02,8.702,1.2,False
488,2017-05-03,8.682,0.0,False
489,2017-05-04,8.682,0.2,False
490,2017-05-05,8.682,0.0,False
491,2017-05-06,8.682,0.0,False
492,2017-05-07,8.682,0.8,False
493,2017-05-08,8.682,0.0,False
494,2017-05-09,8.682,3.4,False
495,2017-05-10,8.682,2.8,False
496,2017-05-11,8.682,3.9,False
497,2017-05-12,8.682,1.0,False
498,2017-05-13,8.682,0.2,False
499,2017-05-14,8.682,0.7,False
500,2017-05-15,8.682,0.2,False
501,2017-05-16,8.692,0.0,False
502,2017-05-17,8.702,0.0,False
503,2017-05-18,8.702,0.0,False
504,2017-05-19,8.702,0.2,False
505,2017-05-20,8.702,0.8,False
506,2017-05-21,8.702,4.6,False
507,2017-05-22,8.702,0.9,False
508,2017-05-23,8.702,0.0,False
509,2017-05-24,8.702,0.6,False
510,2017-05-25,8.702,0.0,False
511,2017-05-26,8.702,2.7,False
512,2017-05-27,8.702,0.0,False
513,2017-05-28,8.702,0.1,False
514,2017-05-29,8.702,0.0,False
515,2017-05-30,8.702,0.0,False
516,2017-05-31,8.702,0.2,False
517,2017-06-01,8.682,0.0,False
518,2017-06-02,8.682,0.2,False
519,2017-06-03,8.682,3.2,False
520,2017-06-04,8.682,0.1,False
521,2017-06-05,8.682,7.7,False
522,2017-06-06,8.682,31.299999999999997,False
523,2017-06-07,8.682,10.4,False
524,2017-06-08,8.682,2.3,False
525,2017-06-09,8.682,5.0,False
526,2017-06-10,8.682,2.3000000000000003,False
527,2017-06-11,8.682,0.2,False
528,2017-06-12,8.682,1.3,False
529,2017-06-13,8.682,14.7,False
530,2017-06-14,8.682,1.3,False
531,2017-06-15,8.682,7.6,False
532,2017-06-16,8.682,7.7,False
533,2017-06-17,8.682,2.5,False
534,2017-06-18,8.682,5.300000000000001,False
535,2017-06-19,8.682,9.5,False
536,2017-06-20,8.682,4.1000000000000005,False
537,2017-06-21,8.682,0.0,False
538,2017-06-22,8.682,0.6000000000000001,False
539,2017-06-23,8.682,9.5,False
540,2017-06-24,8.682,7.1,False
541,2017-06-25,8.682,8.1,False
542,2017-06-26,8.682,18.2,False
543,2017-06-27,8.682,8.3,False
544,2017-06-28,8.682,3.3,False
545,2017-06-29,8.692,5.7,False
546,2017-06-30,8.692,2.9,False
547,2017-07-01,8.692,1.5,False
548,2017-07-02,8.692,0.4,False
549,2017-07-03,8.692,1.3,False
550,2017-07-04,8.692,0.0,False
551,2017-07-05,8.692,0.0,False
552,2017-07-06,8.692,2.6999999999999997,False
553,2017-07-07,8.692,8.4,False
554,2017-07-08,8.692,0.1,False
555,2017-07-09,8.692,1.5,False
556,2017-07-10,8.692,1.6,False
557,2017-07-11,8.692,13.2,False
558,2017-07-12,8.692,0.1,False
559,2017-07-13,8.692,58.1,False
560,2017-07-14,8.692,19.7,False
561,2017-07-15,8.692,1.1,False
562,2017-07-16,8.692,10.0,False
563,2017-07-17,8.692,51.3,False
564,2017-07-18,8.702,64.10000000000001,False
565,2017-07-19,8.702,3.1,False
566,2017-07-20,9.752,0.7000000000000001,False
567,2017-07-21,9.122,0.0,False
568,2017-07-22,8.902,0.0,False
569,2017-07-23,8.902,0.1,False
570,2017-07-24,8.902,0.6,False
571,2017-07-25,8.902,0.0,False
572,2017-07-26,8.892,0.1,False
573,2017-07-27,8.882,0.30000000000000004,False
574,2017-07-28,8.882,11.700000000000001,False
575,2017-07-29,8.882,1.5,False
576,2017-07-30,8.872,2.2,False
577,2017-07-31,8.872,0.6000000000000001,False
578,2017-08-01,8.872,0.4,False
579,2017-08-02,8.872,1.6,False
580,2017-08-03,8.872,0.0,False
581,2017-08-04,8.832,1.3,False
582,2017-08-05,8.752,4.6,False
583,2017-08-06,8.752,0.4,False
584,2017-08-07,8.752,1.9,False
585,2017-08-08,8.752,6.0,False
586,2017-08-09,8.752,11.2,False
587,2017-08-10,8.752,6.8,False
588,2017-08-11,8.752,14.7,False
589,2017-08-12,8.752,7.9,False
590,2017-08-13,8.752,19.900000000000002,False
591,2017-08-14,8.752,0.1,False
592,2017-08-15,8.752,0.9,False
593,2017-08-16,8.752,0.1,False
594,2017-08-17,8.752,4.7,False
595,2017-08-18,8.752,15.3,False
596,2017-08-19,8.752,16.3,False
597,2017-08-20,8.752,2.5,False
598,2017-08-21,8.752,15.0,False
599,2017-08-22,8.752,7.5,False
600,2017-08-23,8.752,12.1,False
601,2017-08-24,8.752,4.0,False
602,2017-08-25,8.752,4.9,False
603,2017-08-26,8.752,5.5,False
604,2017-08-27,8.752,21.5,False
605,2017-08-28,8.752,18.8,False
606,2017-08-29,8.752,3.0,False
607,2017-08-30,8.752,0.1,False
608,2017-08-31,8.752,0.0,False
609,2017-09-01,8.752,0.7,False
610,2017-09-02,8.752,0.6,False
611,2017-09-03,8.752,0.0,False
612,2017-09-04,8.752,3.3000000000000003,False
613,2017-09-05,8.752,13.6,False
614,2017-09-06,8.752,22.099999999999998,False
615,2017-09-07,8.752,4.4,False
616,2017-09-08,8.752,2.7,False
617,2017-09-09,8.752,0.7000000000000001,False
618,2017-09-10,8.752,1.9,False
619,2017-09-11,8.752,4.7,False
620,2017-09-12,8.752,3.5999999999999996,False
621,2017-09-13,8.752,2.3,False
622,2017-09-14,8.752,9.0,False
623,2017-09-15,8.752,0.7,False
624,2017-09-16,8.752,9.2,False
625,2017-09-17,8.752,10.8,False
626,2017-09-18,8.752,3.5,False
627,2017-09-19,8.752,0.0,False
628,2017-09-20,8.742,0.0,False
629,2017-09-21,8.742,0.2,False
630,2017-09-22,8.742,3.9000000000000004,False
631,2017-09-23,8.742,3.7,False
632,2017-09-24,8.742,6.800000000000001,False
633,2017-09-25,8.742,10.700000000000001,False
634,2017-09-26,8.742,35.7,False
635,2017-09-27,8.742,34.2,False
636,2017-09-28,8.742,9.8,False
637,2017-09-29,8.742,2.4,False
638,2017-09-30,8.742,10.2,False
639,2017-10-01,8.742,10.5,False
640,2017-10-02,8.742,7.4,False
641,2017-10-03,8.742,5.6000000000000005,False
642,2017-10-04,8.742,7.5,False
643,2017-10-05,8.742,6.7,False
644,2017-10-06,8.742,1.9,False
645,2017-10-07,8.742,8.100000000000001,False
646,2017-10-08,8.742,6.4,False
647,2017-10-09,8.742,3.9,False
648,2017-10-10,8.742,0.9,False
649,2017-10-11,8.742,5.9,False
650,2017-10-12,8.742,0.1,False
651,2017-10-13,8.742,1.0,False
652,2017-10-14,8.742,2.0,False
653,2017-10-15,8.742,14.7,False
654,2017-10-16,8.742,0.6000000000000001,False
655,2017-10-17,8.742,0.0,False
656,2017-10-18,8.742,0.0,False
657,2017-10-19,8.742,0.0,False
658,2017-10-20,8.742,0.0,False
659,2017-10-21,8.742,0.0,False
660,2017-10-22,8.742,0.0,False
661,2017-10-23,8.742,0.7999999999999999,False
662,2017-10-24,8.742,1.4,False
663,2017-10-25,8.742,1.7000000000000002,False
664,2017-10-26,8.742,0.0,False
665,2017-10-27,8.742,0.0,False
666,2017-10-28,8.742,0.0,False
667,2017-10-29,8.742,0.0,False
668,2017-10-30,8.732,0.0,False
669,2017-10-31,8.732,0.0,False
670,2017-11-01,8.732,0.0,False
671,2017-11-02,8.732,0.0,False
672,2017-11-03,8.732,0.0,False
673,2017-11-04,8.732,0.4,False
674,2017-11-05,8.732,0.5,False
675,2017-11-06,8.732,0.1,False
676,2017-11-07,8.732,0.1,False
677,2017-11-08,8.732,0.0,False
678,2017-11-09,8.732,0.0,False
679,2017-11-10,8.732,0.0,False
680,2017-11-11,8.732,0.0,False
681,2017-11-12,8.732,0.0,False
682,2017-11-13,8.732,0.0,False
683,2017-11-14,8.732,0.30000000000000004,False
684,2017-11-15,8.732,0.0,False
685,2017-11-16,8.732,0.0,False
686,2017-11-17,8.732,2.4,False
687,2017-11-18,8.732,1.2,False
688,2017-11-19,8.732,0.30000000000000004,False
689,2017-11-20,8.732,3.1999999999999997,False
690,2017-11-21,8.732,3.3000000000000003,False
691,2017-11-22,8.732,0.0,False
692,2017-11-23,8.732,0.1,False
693,2017-11-24,8.732,0.1,False
694,2017-11-25,8.732,0.0,False
695,2017-11-26,8.732,0.0,False
696,2017-11-27,8.732,0.0,False
697,2017-11-28,8.732,0.0,False
698,2017-11-29,8.732,0.0,False
699,2017-11-30,8.732,0.0,False
700,2017-12-01,8.732,0.0,False
701,2017-12-02,8.732,0.0,False
702,2017-12-03,8.732,0.0,False
703,2017-12-04,8.732,0.0,False
704,2017-12-05,8.732,0.0,False
705,2017-12-06,8.732,0.0,False
706,2017-12-07,8.732,0.0,False
707,2017-12-08,8.732,0.0,False
708,2017-12-09,8.732,0.0,False
709,2017-12-10,8.732,0.0,False
710,2017-12-11,8.732,0.0,False
711,2017-12-12,8.732,0.0,False
712,2017-12-13,8.732,0.0,False
713,2017-12-14,8.732,0.0,False
714,2017-12-15,8.732,0.0,False
715,2017-12-16,8.732,0.0,False
716,2017-12-17,8.732,0.0,False
717,2017-12-18,8.732,0.0,False
718,2017-12-19,8.732,0.0,False
719,2017-12-20,8.732,0.0,False
720,2017-12-21,8.722,0.0,False
721,2017-12-22,8.722,0.0,False
