date,month,precipitation,water_level,precipitation_7days,precipitation_15days,precipitation_30days,precipitation_t+1,precipitation_t+2,precipitation_t+3,precipitation_t+4,precipitation_t+5,precipitation_t+6,precipitation_t+7,water_level_t-1,water_level_t-2,flood_occurred,target_water_level
2016-01-18,1,0.0,9.3,0.0,0.0,0.0,0.3,12.7,0.8,0.0,0.0,0.0,0.4,9.3,9.3,False,9.3
2016-01-19,1,0.3,9.3,0.3,0.3,0.3,12.7,0.8,0.0,0.0,0.0,0.4,0.0,9.3,9.3,False,9.3
2016-01-20,1,12.7,9.3,13.0,13.0,13.0,0.8,0.0,0.0,0.0,0.4,0.0,0.0,9.3,9.3,False,9.3
2016-01-21,1,0.8,9.3,13.8,13.8,13.8,0.0,0.0,0.0,0.4,0.0,0.0,0.0,9.3,9.3,False,9.3
2016-01-22,1,0.0,9.3,13.8,13.8,13.8,0.0,0.0,0.4,0.0,0.0,0.0,0.0,9.3,9.3,False,9.3
2016-01-23,1,0.0,9.3,13.8,13.8,13.8,0.0,0.4,0.0,0.0,0.0,0.0,0.0,9.3,9.3,False,9.3
2016-01-24,1,0.0,9.3,13.8,13.8,13.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.3,False,9.3
2016-01-25,1,0.4,9.3,14.2,14.2,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.3,False,9.3
2016-01-26,1,0.0,9.3,13.899999999999999,14.2,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.3,False,9.3
2016-01-27,1,0.0,9.3,1.2000000000000002,14.2,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.3,False,9.3
2016-01-28,1,0.0,9.3,0.4,14.2,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.3,False,9.3
2016-01-29,1,0.0,9.3,0.4,14.2,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.3,False,9.3
2016-01-30,1,0.0,9.3,0.4,14.2,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.3,False,9.3
2016-01-31,1,0.0,9.3,0.4,14.2,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.3,False,9.3
2016-02-01,2,0.0,9.3,0.0,14.2,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.3,False,9.3
2016-02-02,2,0.0,9.3,0.0,14.2,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.3,False,9.3
2016-02-03,2,0.0,9.3,0.0,13.899999999999999,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.3,False,9.3
2016-02-04,2,0.0,9.3,0.0,1.2000000000000002,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.3,False,9.3
2016-02-05,2,0.0,9.3,0.0,0.4,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.3,False,9.3
2016-02-06,2,0.0,9.3,0.0,0.4,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.3,False,9.3
2016-02-07,2,0.0,9.3,0.0,0.4,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.3,False,9.3
2016-02-08,2,0.0,9.3,0.0,0.4,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.3,False,9.3
2016-02-09,2,0.0,9.3,0.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.3,False,9.3
2016-02-10,2,0.0,9.3,0.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.3,False,9.3
2016-02-11,2,0.0,9.3,0.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.3,False,9.29
2016-02-12,2,0.0,9.29,0.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.3,False,9.29
2016-02-13,2,0.0,9.29,0.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.3,False,9.29
2016-02-14,2,0.0,9.29,0.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-02-15,2,0.0,9.29,0.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-02-16,2,0.0,9.29,0.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-02-17,2,0.0,9.29,0.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-02-18,2,0.0,9.29,0.0,0.0,13.899999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-02-19,2,0.0,9.29,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-02-20,2,0.0,9.29,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-02-21,2,0.0,9.29,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-02-22,2,0.0,9.29,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-02-23,2,0.0,9.29,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-02-24,2,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-02-25,2,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-02-26,2,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-02-27,2,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-02-28,2,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-02-29,2,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-03-01,3,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-03-02,3,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-03-03,3,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-03-04,3,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-03-05,3,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-03-06,3,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-03-07,3,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-03-08,3,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-03-09,3,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-03-10,3,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-03-11,3,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-03-12,3,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-03-13,3,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-03-14,3,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-03-15,3,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-03-16,3,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-03-17,3,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-03-18,3,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-03-19,3,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-03-20,3,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-03-21,3,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-03-22,3,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-03-23,3,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,9.29,9.29,False,9.29
2016-03-24,3,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,9.29,9.29,False,9.29
2016-03-25,3,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,9.29,9.29,False,9.29
2016-03-26,3,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.3,9.29,9.29,False,9.29
2016-03-27,3,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.3,0.0,9.29,9.29,False,9.29
2016-03-28,3,0.0,9.29,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.3,0.0,0.0,9.29,9.29,False,9.29
2016-03-29,3,0.0,9.29,0.0,0.0,0.0,0.4,0.0,0.0,0.3,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-03-30,3,0.4,9.29,0.4,0.4,0.4,0.0,0.0,0.3,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-03-31,3,0.0,9.29,0.4,0.4,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-04-01,4,0.0,9.29,0.4,0.4,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-04-02,4,0.3,9.29,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-04-03,4,0.0,9.29,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-04-04,4,0.0,9.29,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-04-05,4,0.0,9.29,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-04-06,4,0.0,9.29,0.3,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-04-07,4,0.0,9.29,0.3,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-04-08,4,0.0,9.29,0.3,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-04-09,4,0.0,9.29,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-04-10,4,0.0,9.29,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-04-11,4,0.0,9.29,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-04-12,4,0.0,9.29,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-04-13,4,0.0,9.29,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-04-14,4,0.0,9.29,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-04-15,4,0.0,9.29,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-04-16,4,0.0,9.29,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-04-17,4,0.0,9.29,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-04-18,4,0.0,9.29,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-04-19,4,0.0,9.29,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-04-20,4,0.0,9.29,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-04-21,4,0.0,9.29,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-04-22,4,0.0,9.29,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-04-23,4,0.0,9.29,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-04-24,4,0.0,9.29,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,9.29,False,9.29
2016-04-25,4,0.0,9.29,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.3,9.29,9.29,False,9.29
2016-04-26,4,0.0,9.29,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1.3,0.0,9.29,9.29,False,9.29
2016-04-27,4,0.0,9.29,0.0,0.0,0.7,0.0,0.0,0.0,0.0,1.3,0.0,0.3,9.29,9.29,False,9.29
2016-04-28,4,0.0,9.29,0.0,0.0,0.7,0.0,0.0,0.0,1.3,0.0,0.3,0.0,9.29,9.29,False,9.29
2016-04-29,4,0.0,9.29,0.0,0.0,0.3,0.0,0.0,1.3,0.0,0.3,0.0,3.3,9.29,9.29,False,9.29
2016-04-30,4,0.0,9.29,0.0,0.0,0.3,0.0,1.3,0.0,0.3,0.0,3.3,0.5,9.29,9.29,False,9.29
2016-05-01,5,0.0,9.29,0.0,0.0,0.3,1.3,0.0,0.3,0.0,3.3,0.5,0.5,9.29,9.29,False,9.29
2016-05-02,5,1.3,9.29,1.3,1.3,1.3,0.0,0.3,0.0,3.3,0.5,0.5,0.9,9.29,9.29,False,9.29
2016-05-03,5,0.0,9.29,1.3,1.3,1.3,0.3,0.0,3.3,0.5,0.5,0.9,0.5,9.29,9.29,False,9.29
2016-05-04,5,0.3,9.29,1.6,1.6,1.6,0.0,3.3,0.5,0.5,0.9,0.5,0.1,9.29,9.29,False,9.29
2016-05-05,5,0.0,9.29,1.6,1.6,1.6,3.3,0.5,0.5,0.9,0.5,0.1,0.9,9.29,9.29,False,9.29
2016-05-06,5,3.3,9.29,4.9,4.9,4.9,0.5,0.5,0.9,0.5,0.1,0.9,0.2,9.29,9.29,False,9.29
2016-05-07,5,0.5,9.29,5.4,5.4,5.4,0.5,0.9,0.5,0.1,0.9,0.2,0.1,9.29,9.29,False,9.27
2016-05-08,5,0.5,9.27,5.9,5.9,5.9,0.9,0.5,0.1,0.9,0.2,0.1,0.0,9.29,9.29,False,9.27
2016-05-09,5,0.9,9.27,5.5,6.8,6.8,0.5,0.1,0.9,0.2,0.1,0.0,0.5,9.27,9.29,False,9.27
2016-05-10,5,0.5,9.27,6.0,7.3,7.3,0.1,0.9,0.2,0.1,0.0,0.5,1.0,9.27,9.27,False,9.27
2016-05-11,5,0.1,9.27,5.800000000000001,7.4,7.4,0.9,0.2,0.1,0.0,0.5,1.0,35.6,9.27,9.27,False,9.27
2016-05-12,5,0.9,9.27,6.7,8.3,8.3,0.2,0.1,0.0,0.5,1.0,35.6,85.2,9.27,9.27,False,9.27
2016-05-13,5,0.2,9.27,3.6,8.5,8.5,0.1,0.0,0.5,1.0,35.6,85.2,0.9,9.27,9.27,False,9.27
2016-05-14,5,0.1,9.27,3.2,8.6,8.6,0.0,0.5,1.0,35.6,85.2,0.9,0.0,9.27,9.27,False,9.27
2016-05-15,5,0.0,9.27,2.7,8.6,8.6,0.5,1.0,35.6,85.2,0.9,0.0,0.0,9.27,9.27,False,9.27
2016-05-16,5,0.5,9.27,2.3000000000000003,9.1,9.1,1.0,35.6,85.2,0.9,0.0,0.0,0.0,9.27,9.27,False,9.27
2016-05-17,5,1.0,9.27,2.8000000000000003,8.8,10.1,35.6,85.2,0.9,0.0,0.0,0.0,0.0,9.27,9.27,False,9.27
2016-05-18,5,35.6,9.27,38.300000000000004,44.400000000000006,45.7,85.2,0.9,0.0,0.0,0.0,0.0,0.2,9.27,9.27,False,9.27
2016-05-19,5,85.2,9.27,122.60000000000001,129.3,130.9,0.9,0.0,0.0,0.0,0.0,0.2,0.0,9.27,9.27,False,9.27
2016-05-20,5,0.9,9.27,123.30000000000001,130.2,131.8,0.0,0.0,0.0,0.0,0.2,0.0,1.8,9.27,9.27,False,9.27
2016-05-21,5,0.0,9.27,123.20000000000002,126.9,131.8,0.0,0.0,0.0,0.2,0.0,1.8,0.3,9.27,9.27,False,9.27
2016-05-22,5,0.0,9.27,123.20000000000002,126.4,131.8,0.0,0.0,0.2,0.0,1.8,0.3,0.0,9.27,9.27,False,9.27
2016-05-23,5,0.0,9.27,122.70000000000002,125.9,131.8,0.0,0.2,0.0,1.8,0.3,0.0,0.2,9.27,9.27,False,9.27
2016-05-24,5,0.0,9.27,121.70000000000002,125.0,131.8,0.2,0.0,1.8,0.3,0.0,0.2,0.1,9.27,9.27,False,9.27
2016-05-25,5,0.2,9.27,86.3,124.69999999999999,132.0,0.0,1.8,0.3,0.0,0.2,0.1,0.1,9.27,9.27,False,9.27
2016-05-26,5,0.0,9.27,1.1,124.6,132.0,1.8,0.3,0.0,0.2,0.1,0.1,0.0,9.27,9.27,False,9.27
2016-05-27,5,1.8,9.27,2.0,125.5,133.8,0.3,0.0,0.2,0.1,0.1,0.0,17.6,9.27,9.27,False,9.27
2016-05-28,5,0.3,9.27,2.3000000000000003,125.6,134.1,0.0,0.2,0.1,0.1,0.0,17.6,12.1,9.27,9.27,False,9.27
2016-05-29,5,0.0,9.27,2.3000000000000003,125.5,134.1,0.2,0.1,0.1,0.0,17.6,12.1,19.3,9.27,9.27,False,9.27
2016-05-30,5,0.2,9.27,2.5,125.7,134.3,0.1,0.1,0.0,17.6,12.1,19.3,13.5,9.27,9.27,False,9.27
2016-05-31,5,0.1,9.27,2.6,125.3,134.4,0.1,0.0,17.6,12.1,19.3,13.5,27.5,9.27,9.27,False,8.732
2016-06-01,6,0.1,8.732,2.5,124.39999999999999,133.2,0.0,17.6,12.1,19.3,13.5,27.5,4.7,9.27,9.27,False,8.732
2016-06-02,6,0.0,8.732,2.5,88.79999999999998,133.2,17.6,12.1,19.3,13.5,27.5,4.7,1.1,8.732,9.27,False,8.752
2016-06-03,6,17.6,8.752,18.3,21.200000000000003,150.5,12.1,19.3,13.5,27.5,4.7,1.1,0.0,8.732,8.732,False,8.752
2016-06-04,6,12.1,8.752,30.1,32.400000000000006,162.60000000000002,19.3,13.5,27.5,4.7,1.1,0.0,0.0,8.752,8.732,False,8.752
2016-06-05,6,19.3,8.752,49.4,51.7,178.6,13.5,27.5,4.7,1.1,0.0,0.0,0.0,8.752,8.752,False,8.752
2016-06-06,6,13.5,8.752,62.7,65.2,191.6,27.5,4.7,1.1,0.0,0.0,0.0,0.3,8.752,8.752,False,8.752
2016-06-07,6,27.5,8.752,90.1,92.7,218.6,4.7,1.1,0.0,0.0,0.0,0.3,0.0,8.752,8.752,False,8.752
2016-06-08,6,4.7,8.752,94.69999999999999,97.4,222.4,1.1,0.0,0.0,0.0,0.3,0.0,0.0,8.752,8.752,False,8.752
2016-06-09,6,1.1,8.752,95.8,98.3,223.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,8.752,8.752,False,8.752
2016-06-10,6,0.0,8.752,78.2,98.3,222.9,0.0,0.0,0.3,0.0,0.0,0.0,2.7,8.752,8.752,False,8.752
2016-06-11,6,0.0,8.752,66.10000000000001,96.5,222.0,0.0,0.3,0.0,0.0,0.0,2.7,23.4,8.752,8.752,False,8.752
2016-06-12,6,0.0,8.752,46.8,96.2,221.8,0.3,0.0,0.0,0.0,2.7,23.4,7.399999999999999,8.752,8.752,False,8.752
2016-06-13,6,0.3,8.752,33.6,96.5,222.0,0.0,0.0,0.0,2.7,23.4,7.399999999999999,9.1,8.752,8.752,False,8.752
2016-06-14,6,0.0,8.752,6.1000000000000005,96.3,222.0,0.0,0.0,2.7,23.4,7.399999999999999,9.1,19.0,8.752,8.752,False,8.752
2016-06-15,6,0.0,8.752,1.4000000000000001,96.19999999999999,221.5,0.0,2.7,23.4,7.399999999999999,9.1,19.0,3.0,8.752,8.752,False,8.752
2016-06-16,6,0.0,8.752,0.3,96.1,220.5,2.7,23.4,7.399999999999999,9.1,19.0,3.0,15.1,8.752,8.752,False,8.752
2016-06-17,6,2.7,8.752,3.0,98.8,187.6,23.4,7.399999999999999,9.1,19.0,3.0,15.1,7.199999999999999,8.752,8.752,False,8.752
2016-06-18,6,23.4,8.752,26.4,104.6,125.8,7.399999999999999,9.1,19.0,3.0,15.1,7.199999999999999,10.0,8.752,8.752,False,8.752
2016-06-19,6,7.399999999999999,8.752,33.8,99.89999999999999,132.29999999999998,9.1,19.0,3.0,15.1,7.199999999999999,10.0,12.4,8.752,8.752,False,8.752
2016-06-20,6,9.1,8.752,42.6,89.7,141.4,19.0,3.0,15.1,7.199999999999999,10.0,12.4,28.8,8.752,8.752,False,8.752
2016-06-21,6,19.0,8.752,61.6,95.19999999999999,160.39999999999998,3.0,15.1,7.199999999999999,10.0,12.4,28.8,33.2,8.752,8.752,False,8.752
2016-06-22,6,3.0,8.752,64.6,70.69999999999999,163.39999999999998,15.1,7.199999999999999,10.0,12.4,28.8,33.2,35.3,8.752,8.752,False,8.752
2016-06-23,6,15.1,8.752,79.7,81.1,178.5,7.199999999999999,10.0,12.4,28.8,33.2,35.3,13.2,8.752,8.752,False,8.752
2016-06-24,6,7.199999999999999,8.752,84.2,87.2,185.5,10.0,12.4,28.8,33.2,35.3,13.2,29.9,8.752,8.752,False,8.752
2016-06-25,6,10.0,8.752,70.8,97.2,195.5,12.4,28.8,33.2,35.3,13.2,29.9,2.9,8.752,8.752,False,8.752
2016-06-26,6,12.4,8.752,75.8,109.6,206.1,28.8,33.2,35.3,13.2,29.9,2.9,1.2,8.752,8.752,False,8.772
2016-06-27,6,28.8,8.772,95.5,138.4,234.60000000000002,33.2,35.3,13.2,29.9,2.9,1.2,3.2,8.752,8.752,False,8.772
2016-06-28,6,33.2,8.772,109.70000000000002,171.29999999999998,267.8,35.3,13.2,29.9,2.9,1.2,3.2,0.2,8.772,8.752,False,8.772
2016-06-29,6,35.3,8.772,142.0,206.6,302.90000000000003,13.2,29.9,2.9,1.2,3.2,0.2,6.8,8.772,8.772,False,8.772
2016-06-30,6,13.2,8.772,140.1,219.79999999999998,316.0,29.9,2.9,1.2,3.2,0.2,6.8,0.0,8.772,8.772,False,8.772
2016-07-01,7,29.9,8.772,162.8,249.7,345.79999999999995,2.9,1.2,3.2,0.2,6.8,0.0,2.8000000000000003,8.772,8.772,False,8.772
2016-07-02,7,2.9,8.772,155.70000000000002,249.9,348.7,1.2,3.2,0.2,6.8,0.0,2.8000000000000003,1.1,8.772,8.772,False,8.772
2016-07-03,7,1.2,8.772,144.5,227.7,332.3,3.2,0.2,6.8,0.0,2.8000000000000003,1.1,3.0,8.772,8.772,False,8.772
2016-07-04,7,3.2,8.772,118.89999999999999,223.49999999999997,323.4,0.2,6.8,0.0,2.8000000000000003,1.1,3.0,3.0,8.772,8.772,False,8.772
2016-07-05,7,0.2,8.772,85.89999999999999,214.6,304.29999999999995,6.8,0.0,2.8000000000000003,1.1,3.0,3.0,0.3,8.772,8.772,False,8.772
2016-07-06,7,6.8,8.772,57.4,202.39999999999998,297.59999999999997,0.0,2.8000000000000003,1.1,3.0,3.0,0.3,0.0,8.772,8.772,False,8.772
