date,water_level,station_name,basin_name,latitude,longitude,date,month,year
2019-01-06 08:00:03,8.962,Vijayawada,Krishna,16.5011,80.625,6,1,2019
2019-01-06 13:00:00,8.962,Vijayawada,Krishna,16.5011,80.625,6,1,2019
2019-01-06 13:00:03,8.962,Vijayawada,Krishna,16.5011,80.625,6,1,2019
2019-01-06 18:00:00,8.962,Vijayawada,Krishna,16.5011,80.625,6,1,2019
2019-01-06 18:00:03,8.962,Vijayawada,Krishna,16.5011,80.625,6,1,2019
2019-01-07 08:00:00,8.962,Vijayawada,Krishna,16.5011,80.625,7,1,2019
2019-01-07 08:00:03,8.962,Vijayawada,Krishna,16.5011,80.625,7,1,2019
2019-01-07 13:00:00,8.962,Vijayawada,Krishna,16.5011,80.625,7,1,2019
2019-01-07 13:00:03,8.962,Vijayawada,Krishna,16.5011,80.625,7,1,2019
2019-01-07 18:00:00,8.962,Vijayawada,Krishna,16.5011,80.625,7,1,2019
2019-01-07 18:00:03,8.962,Vijayawada,Krishna,16.5011,80.625,7,1,2019
2019-01-08 08:00:00,8.962,Vijayawada,Krishna,16.5011,80.625,8,1,2019
2019-01-08 08:00:03,8.962,Vijayawada,Krishna,16.5011,80.625,8,1,2019
2019-01-08 13:00:00,8.962,Vijayawada,Krishna,16.5011,80.625,8,1,2019
2019-01-08 13:00:03,8.962,Vijayawada,Krishna,16.5011,80.625,8,1,2019
2019-01-08 18:00:00,8.952,Vijayawada,Krishna,16.5011,80.625,8,1,2019
2019-01-08 18:00:03,8.952,Vijayawada,Krishna,16.5011,80.625,8,1,2019
2019-01-09 08:00:00,8.932,Vijayawada,Krishna,16.5011,80.625,9,1,2019
2019-01-09 08:00:03,8.932,Vijayawada,Krishna,16.5011,80.625,9,1,2019
2019-01-09 13:00:00,8.932,Vijayawada,Krishna,16.5011,80.625,9,1,2019
2019-01-09 13:00:03,8.932,Vijayawada,Krishna,16.5011,80.625,9,1,2019
2019-01-09 18:00:00,8.932,Vijayawada,Krishna,16.5011,80.625,9,1,2019
2019-01-09 18:00:03,8.932,Vijayawada,Krishna,16.5011,80.625,9,1,2019
2019-01-10 08:00:00,8.932,Vijayawada,Krishna,16.5011,80.625,10,1,2019
2019-01-10 08:00:03,8.932,Vijayawada,Krishna,16.5011,80.625,10,1,2019
2019-01-10 13:00:00,8.932,Vijayawada,Krishna,16.5011,80.625,10,1,2019
2019-01-10 13:00:03,8.932,Vijayawada,Krishna,16.5011,80.625,10,1,2019
2019-01-10 18:00:00,8.932,Vijayawada,Krishna,16.5011,80.625,10,1,2019
2019-01-10 18:00:03,8.932,Vijayawada,Krishna,16.5011,80.625,10,1,2019
2019-01-11 08:00:00,8.932,Vijayawada,Krishna,16.5011,80.625,11,1,2019
2019-01-11 08:00:03,8.932,Vijayawada,Krishna,16.5011,80.625,11,1,2019
2019-01-11 13:00:00,8.932,Vijayawada,Krishna,16.5011,80.625,11,1,2019
2019-01-11 13:00:03,8.932,Vijayawada,Krishna,16.5011,80.625,11,1,2019
2019-01-11 18:00:00,8.932,Vijayawada,Krishna,16.5011,80.625,11,1,2019
2019-01-11 18:00:03,8.932,Vijayawada,Krishna,16.5011,80.625,11,1,2019
2019-01-12 08:00:00,8.932,Vijayawada,Krishna,16.5011,80.625,12,1,2019
2019-01-12 08:00:03,8.932,Vijayawada,Krishna,16.5011,80.625,12,1,2019
2019-01-12 13:00:00,8.932,Vijayawada,Krishna,16.5011,80.625,12,1,2019
2019-01-12 13:00:03,8.932,Vijayawada,Krishna,16.5011,80.625,12,1,2019
2019-01-12 18:00:00,8.932,Vijayawada,Krishna,16.5011,80.625,12,1,2019
2019-01-12 18:00:03,8.932,Vijayawada,Krishna,16.5011,80.625,12,1,2019
2019-01-13 08:00:00,8.932,Vijayawada,Krishna,16.5011,80.625,13,1,2019
2019-01-13 08:00:03,8.932,Vijayawada,Krishna,16.5011,80.625,13,1,2019
2019-01-13 13:00:00,8.932,Vijayawada,Krishna,16.5011,80.625,13,1,2019
2019-01-13 13:00:03,8.932,Vijayawada,Krishna,16.5011,80.625,13,1,2019
2019-01-13 18:00:00,8.932,Vijayawada,Krishna,16.5011,80.625,13,1,2019
2019-01-13 18:00:03,8.932,Vijayawada,Krishna,16.5011,80.625,13,1,2019
2019-01-14 08:00:00,8.932,Vijayawada,Krishna,16.5011,80.625,14,1,2019
2019-01-14 08:00:03,8.932,Vijayawada,Krishna,16.5011,80.625,14,1,2019
2019-01-14 13:00:00,8.932,Vijayawada,Krishna,16.5011,80.625,14,1,2019
2019-01-14 13:00:03,8.932,Vijayawada,Krishna,16.5011,80.625,14,1,2019
2019-01-14 18:00:00,8.932,Vijayawada,Krishna,16.5011,80.625,14,1,2019
2019-01-14 18:00:03,8.932,Vijayawada,Krishna,16.5011,80.625,14,1,2019
2019-01-15 08:00:00,8.932,Vijayawada,Krishna,16.5011,80.625,15,1,2019
2019-01-15 08:00:03,8.932,Vijayawada,Krishna,16.5011,80.625,15,1,2019
2019-01-15 13:00:00,8.932,Vijayawada,Krishna,16.5011,80.625,15,1,2019
2019-01-15 13:00:03,8.932,Vijayawada,Krishna,16.5011,80.625,15,1,2019
2019-01-15 18:00:00,8.932,Vijayawada,Krishna,16.5011,80.625,15,1,2019
2019-01-15 18:00:03,8.932,Vijayawada,Krishna,16.5011,80.625,15,1,2019
2019-01-16 08:00:00,8.932,Vijayawada,Krishna,16.5011,80.625,16,1,2019
2019-01-16 08:00:03,8.932,Vijayawada,Krishna,16.5011,80.625,16,1,2019
2019-01-16 13:00:00,8.932,Vijayawada,Krishna,16.5011,80.625,16,1,2019
2019-01-16 13:00:03,8.932,Vijayawada,Krishna,16.5011,80.625,16,1,2019
2019-01-16 18:00:00,8.912,Vijayawada,Krishna,16.5011,80.625,16,1,2019
2019-01-16 18:00:03,8.912,Vijayawada,Krishna,16.5011,80.625,16,1,2019
2019-01-17 08:00:00,8.912,Vijayawada,Krishna,16.5011,80.625,17,1,2019
2019-01-17 08:00:03,8.912,Vijayawada,Krishna,16.5011,80.625,17,1,2019
2019-01-17 13:00:00,8.912,Vijayawada,Krishna,16.5011,80.625,17,1,2019
2019-01-17 13:00:03,8.912,Vijayawada,Krishna,16.5011,80.625,17,1,2019
2019-01-17 18:00:00,8.892,Vijayawada,Krishna,16.5011,80.625,17,1,2019
2019-01-17 18:00:03,8.892,Vijayawada,Krishna,16.5011,80.625,17,1,2019
2019-01-18 08:00:00,8.892,Vijayawada,Krishna,16.5011,80.625,18,1,2019
2019-01-18 08:00:03,8.892,Vijayawada,Krishna,16.5011,80.625,18,1,2019
2019-01-18 13:00:00,8.872,Vijayawada,Krishna,16.5011,80.625,18,1,2019
2019-01-18 13:00:03,8.872,Vijayawada,Krishna,16.5011,80.625,18,1,2019
2019-01-18 18:00:00,8.852,Vijayawada,Krishna,16.5011,80.625,18,1,2019
2019-01-18 18:00:03,8.852,Vijayawada,Krishna,16.5011,80.625,18,1,2019
2019-01-19 08:00:00,8.852,Vijayawada,Krishna,16.5011,80.625,19,1,2019
2019-01-19 08:00:03,8.852,Vijayawada,Krishna,16.5011,80.625,19,1,2019
2019-01-19 13:00:00,8.852,Vijayawada,Krishna,16.5011,80.625,19,1,2019
2019-01-19 13:00:03,8.852,Vijayawada,Krishna,16.5011,80.625,19,1,2019
2019-01-19 18:00:00,8.852,Vijayawada,Krishna,16.5011,80.625,19,1,2019
2019-01-19 18:00:03,8.852,Vijayawada,Krishna,16.5011,80.625,19,1,2019
2019-01-20 08:00:00,8.852,Vijayawada,Krishna,16.5011,80.625,20,1,2019
2019-01-20 08:00:03,8.852,Vijayawada,Krishna,16.5011,80.625,20,1,2019
2019-01-20 13:00:00,8.852,Vijayawada,Krishna,16.5011,80.625,20,1,2019
2019-01-20 13:00:03,8.852,Vijayawada,Krishna,16.5011,80.625,20,1,2019
2019-01-20 18:00:00,8.852,Vijayawada,Krishna,16.5011,80.625,20,1,2019
2019-01-20 18:00:03,8.852,Vijayawada,Krishna,16.5011,80.625,20,1,2019
2019-01-21 08:00:00,8.852,Vijayawada,Krishna,16.5011,80.625,21,1,2019
2019-01-21 08:00:03,8.852,Vijayawada,Krishna,16.5011,80.625,21,1,2019
2019-01-21 13:00:00,8.852,Vijayawada,Krishna,16.5011,80.625,21,1,2019
2019-01-21 13:00:03,8.852,Vijayawada,Krishna,16.5011,80.625,21,1,2019
2019-01-21 18:00:00,8.852,Vijayawada,Krishna,16.5011,80.625,21,1,2019
2019-01-21 18:00:03,8.852,Vijayawada,Krishna,16.5011,80.625,21,1,2019
2019-01-22 08:00:00,8.852,Vijayawada,Krishna,16.5011,80.625,22,1,2019
2019-01-22 08:00:03,8.852,Vijayawada,Krishna,16.5011,80.625,22,1,2019
2019-01-22 13:00:00,8.852,Vijayawada,Krishna,16.5011,80.625,22,1,2019
2019-01-22 13:00:03,8.852,Vijayawada,Krishna,16.5011,80.625,22,1,2019
2019-01-22 18:00:00,8.852,Vijayawada,Krishna,16.5011,80.625,22,1,2019
2019-01-22 18:00:03,8.852,Vijayawada,Krishna,16.5011,80.625,22,1,2019
2019-01-23 08:00:00,8.852,Vijayawada,Krishna,16.5011,80.625,23,1,2019
2019-01-23 08:00:03,8.852,Vijayawada,Krishna,16.5011,80.625,23,1,2019
2019-01-23 13:00:00,8.852,Vijayawada,Krishna,16.5011,80.625,23,1,2019
2019-01-23 13:00:03,8.852,Vijayawada,Krishna,16.5011,80.625,23,1,2019
2019-01-23 18:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,23,1,2019
2019-01-23 18:00:03,8.852,Vijayawada,Krishna,16.5011,80.625,23,1,2019
2019-01-24 08:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,24,1,2019
2019-01-24 08:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,24,1,2019
2019-01-24 13:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,24,1,2019
2019-01-24 13:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,24,1,2019
2019-01-24 18:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,24,1,2019
2019-01-25 08:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,25,1,2019
2019-01-25 08:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,25,1,2019
2019-01-25 13:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,25,1,2019
2019-01-25 13:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,25,1,2019
2019-01-25 18:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,25,1,2019
2019-01-25 18:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,25,1,2019
2019-01-26 08:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,26,1,2019
2019-01-26 08:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,26,1,2019
2019-01-26 13:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,26,1,2019
2019-01-26 13:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,26,1,2019
2019-01-26 18:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,26,1,2019
2019-01-26 18:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,26,1,2019
2019-01-27 08:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,27,1,2019
2019-01-27 08:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,27,1,2019
2019-01-27 13:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,27,1,2019
2019-01-27 13:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,27,1,2019
2019-01-27 18:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,27,1,2019
2019-01-27 18:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,27,1,2019
2019-01-28 08:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,28,1,2019
2019-01-28 08:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,28,1,2019
2019-01-28 13:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,28,1,2019
2019-01-28 13:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,28,1,2019
2019-01-28 18:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,28,1,2019
2019-01-28 18:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,28,1,2019
2019-01-29 08:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,29,1,2019
2019-01-29 08:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,29,1,2019
2019-01-29 13:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,29,1,2019
2019-01-29 13:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,29,1,2019
2019-01-29 18:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,29,1,2019
2019-01-29 18:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,29,1,2019
2019-01-30 08:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,30,1,2019
2019-01-30 08:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,30,1,2019
2019-01-30 13:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,30,1,2019
2019-01-30 13:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,30,1,2019
2019-01-30 18:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,30,1,2019
2019-01-30 18:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,30,1,2019
2019-01-31 08:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,31,1,2019
2019-01-31 08:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,31,1,2019
2019-01-31 13:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,31,1,2019
2019-01-31 13:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,31,1,2019
2019-01-31 18:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,31,1,2019
2019-01-31 18:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,31,1,2019
2019-02-01 08:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,1,2,2019
2019-02-01 08:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,1,2,2019
2019-02-01 13:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,1,2,2019
2019-02-01 13:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,1,2,2019
2019-02-01 18:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,1,2,2019
2019-02-01 18:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,1,2,2019
2019-02-02 08:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,2,2,2019
2019-02-02 08:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,2,2,2019
2019-02-02 13:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,2,2,2019
2019-02-02 13:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,2,2,2019
2019-02-02 18:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,2,2,2019
2019-02-02 18:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,2,2,2019
2019-02-03 08:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,3,2,2019
2019-02-03 08:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,3,2,2019
2019-02-03 13:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,3,2,2019
2019-02-03 13:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,3,2,2019
2019-02-03 18:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,3,2,2019
2019-02-03 18:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,3,2,2019
2019-02-04 08:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,4,2,2019
2019-02-04 08:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,4,2,2019
2019-02-04 13:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,4,2,2019
2019-02-04 13:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,4,2,2019
2019-02-04 18:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,4,2,2019
2019-02-04 18:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,4,2,2019
2019-02-05 08:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,5,2,2019
2019-02-05 08:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,5,2,2019
2019-02-05 13:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,5,2,2019
2019-02-05 13:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,5,2,2019
2019-02-05 18:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,5,2,2019
2019-02-05 18:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,5,2,2019
2019-02-06 08:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,6,2,2019
2019-02-06 08:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,6,2,2019
2019-02-06 13:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,6,2,2019
2019-02-06 13:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,6,2,2019
2019-02-06 18:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,6,2,2019
2019-02-06 18:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,6,2,2019
2019-02-07 08:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,7,2,2019
2019-02-07 08:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,7,2,2019
2019-02-07 13:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,7,2,2019
2019-02-07 13:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,7,2,2019
2019-02-07 18:00:00,8.842,Vijayawada,Krishna,16.5011,80.625,7,2,2019
2019-02-07 18:00:03,8.842,Vijayawada,Krishna,16.5011,80.625,7,2,2019
2019-02-08 08:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,8,2,2019
2019-02-08 08:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,8,2,2019
2019-02-08 13:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,8,2,2019
2019-02-08 13:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,8,2,2019
2019-02-08 18:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,8,2,2019
2019-02-08 18:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,8,2,2019
2019-02-09 08:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,9,2,2019
2019-02-09 08:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,9,2,2019
2019-02-09 13:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,9,2,2019
2019-02-09 13:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,9,2,2019
2019-02-09 18:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,9,2,2019
2019-02-09 18:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,9,2,2019
2019-02-10 08:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,10,2,2019
2019-02-10 08:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,10,2,2019
2019-02-10 13:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,10,2,2019
2019-02-10 13:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,10,2,2019
2019-02-10 18:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,10,2,2019
2019-02-10 18:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,10,2,2019
2019-02-11 08:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,11,2,2019
2019-02-11 08:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,11,2,2019
2019-02-11 13:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,11,2,2019
2019-02-11 13:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,11,2,2019
2019-02-11 18:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,11,2,2019
2019-02-11 18:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,11,2,2019
2019-02-12 08:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,12,2,2019
2019-02-12 08:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,12,2,2019
2019-02-12 13:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,12,2,2019
2019-02-12 13:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,12,2,2019
2019-02-12 18:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,12,2,2019
2019-02-12 18:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,12,2,2019
2019-02-13 08:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,13,2,2019
2019-02-13 08:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,13,2,2019
2019-02-13 13:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,13,2,2019
2019-02-13 13:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,13,2,2019
2019-02-13 18:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,13,2,2019
2019-02-13 18:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,13,2,2019
2019-02-14 08:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,14,2,2019
2019-02-14 08:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,14,2,2019
2019-02-14 13:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,14,2,2019
2019-02-14 13:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,14,2,2019
2019-02-14 18:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,14,2,2019
2019-02-14 18:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,14,2,2019
2019-02-15 08:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,15,2,2019
2019-02-15 08:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,15,2,2019
2019-02-15 13:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,15,2,2019
2019-02-15 13:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,15,2,2019
2019-02-15 18:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,15,2,2019
2019-02-15 18:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,15,2,2019
2019-02-16 08:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,16,2,2019
2019-02-16 08:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,16,2,2019
2019-02-16 13:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,16,2,2019
2019-02-16 13:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,16,2,2019
2019-02-16 18:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,16,2,2019
2019-02-16 18:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,16,2,2019
2019-02-17 08:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,17,2,2019
2019-02-17 08:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,17,2,2019
2019-02-17 13:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,17,2,2019
2019-02-17 13:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,17,2,2019
2019-02-17 18:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,17,2,2019
2019-02-17 18:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,17,2,2019
2019-02-18 08:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,18,2,2019
2019-02-18 08:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,18,2,2019
2019-02-18 13:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,18,2,2019
2019-02-18 13:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,18,2,2019
2019-02-18 18:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,18,2,2019
2019-02-18 18:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,18,2,2019
2019-02-19 08:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,19,2,2019
2019-02-19 08:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,19,2,2019
2019-02-19 13:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,19,2,2019
2019-02-19 13:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,19,2,2019
2019-02-19 18:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,19,2,2019
2019-02-19 18:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,19,2,2019
2019-02-20 08:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,20,2,2019
2019-02-20 08:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,20,2,2019
2019-02-20 13:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,20,2,2019
2019-02-20 13:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,20,2,2019
2019-02-20 18:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,20,2,2019
2019-02-20 18:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,20,2,2019
2019-02-21 08:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,21,2,2019
2019-02-21 08:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,21,2,2019
2019-02-21 13:00:00,8.832,Vijayawada,Krishna,16.5011,80.625,21,2,2019
2019-02-21 13:00:03,8.832,Vijayawada,Krishna,16.5011,80.625,21,2,2019
